Level,ParentPath,AssemblyPath,LineType,PartNumber,PartName,PartKey,QuantityInThisLine,Quantity_in_Parent,OccurrenceLabel,OccurrenceInternalName,Placement,LinkedObjectName,LinkedObjectLabel,Volume_mm3,Area_mm2,BoundingBox_mm,CenterOfMass
3,Nissan GT-R/Karosserie komplett/Heckspoiler,Nissan GT-R/Karosserie komplett/Heckspoiler/HauptflÃ¼gel,DirectPart,,HauptflÃ¼gel,Solid072,1,1,HauptflÃ¼gel,Solid072,"Placement [Pos=(209,-17.4987,63.8349), Yaw-Pitch-Roll=(0,0,-5.4)]",Solid072,HauptflÃ¼gel,173677.6999,94373.95234,423.0 x 20.39696466341123 x 100.14093800919132,"Vector (208.99947403754786, -17.90599594890729, 62.060216756653865)"
3,Nissan GT-R/Karosserie komplett/Heckspoiler,Nissan GT-R/Karosserie komplett/Heckspoiler/OberflÃ¼gel,DirectPart,,OberflÃ¼gel,Solid073,1,1,OberflÃ¼gel,Solid073,"Placement [Pos=(209,25.0338,32.4337), Yaw-Pitch-Roll=(0,0,-18)]",Solid073,OberflÃ¼gel,15476.18058,22023.47059,423.0 x 13.06112022783924 x 21.609253577340333,"Vector (209.00000000223721, -8.795688803597713, 13.575805110202996)"
3,Nissan GT-R/Karosserie komplett/Heckspoiler,Nissan GT-R/Karosserie komplett/Heckspoiler/SeitenflÃ¼gel001,Occurrence(Link),,SeitenflÃ¼gel,Solid074,2,2,SeitenflÃ¼gel001,Link072,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid074,SeitenflÃ¼gel,17697.72851,15237.78182,2.5 x 73.2067621506942 x 115.28371386188472,"Vector (-1.7029015735703673e-16, -32.277436316510915, 53.301087823979735)"
3,Nissan GT-R/Karosserie komplett/Heckspoiler,Nissan GT-R/Karosserie komplett/Heckspoiler/Holmen001,Occurrence(Link),,Holmen,Solid075,2,2,Holmen001,Link073,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid075,Holmen,11128.53912,7803.446213,89.00000000000018 x 80.01663014000002 x 4.0,"Vector (-2.7601718055881563, 20.949664620235634, 2.0000000000000004)"
2,Nissan GT-R/Karosserie komplett,Nissan GT-R/Karosserie komplett/RÃ¼ckleuchte gross001,Occurrence(Link),,RÃ¼ckleuchte gross,LinkGroup024,2,2,RÃ¼ckleuchte gross001,Link085,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",LinkGroup024,RÃ¼ckleuchte gross,7907.344592,8214.252082,35.99999999999999 x 35.99999999999999 x 15.000000000000004,"Vector (-1.1296294245626819e-13, 1.065367349166584e-13, 6.603917462397558)"
2,Nissan GT-R/Karosserie komplett,Nissan GT-R/Karosserie komplett/RÃ¼ckleuchte klein001,Occurrence(Link),,RÃ¼ckleuchte klein,LinkGroup025,2,2,RÃ¼ckleuchte klein001,Link086,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",LinkGroup025,RÃ¼ckleuchte klein,5635.778552,6893.178801,31.0 x 31.0 x 15.000000000000012,"Vector (-1.2302499315668112e-14, 1.5837310950152934e-13, 6.544545593351875)"
2,Nissan GT-R/Karosserie komplett,Nissan GT-R/Karosserie komplett/Motorhaube,DirectPart,,Motorhaube,Solid080,1,1,Motorhaube,Solid080,"Placement [Pos=(17.8653,131.502,-8.67362e-16), Yaw-Pitch-Roll=(40.4448,0,0)]",Solid080,Motorhaube,224741.6865,253049.544,271.1587118485478 x 181.87568438459633 x 350.23452316651645,"Vector (-51.2204486151395, 188.0550168202175, 0.015232497449196188)"
2,Nissan GT-R/Karosserie komplett,Nissan GT-R/Karosserie komplett/Benzineinlass001,Occurrence(Link),,Benzineinlass,LinkGroup026,2,2,Benzineinlass001,Link087,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",LinkGroup026,Benzineinlass,20170.08234,22378.11162,36.00000000000003 x 82.23974100949405 x 52.713799720856365,"Vector (-0.17139162642849298, -13.912694613559461, -18.546785088913317)"
2,Nissan GT-R/Karosserie komplett,Nissan GT-R/Karosserie komplett/Frontscheibe,DirectPart,,Frontscheibe,Solid085,1,1,Frontscheibe,Solid085,"Placement [Pos=(-0.845347,-1.81285,1.38778e-14), Yaw-Pitch-Roll=(0,0,0)]",Solid085,Frontscheibe,71310.84397,73512.15366,163.63994260293083 x 67.33031380821691 x 260.56373554732755,"Vector (-206.28603177224417, 143.27971893446636, 6.552006224176271e-06)"
2,Nissan GT-R/Karosserie komplett,Nissan GT-R/Karosserie komplett/Heckscheibe,DirectPart,,Heckscheibe,Solid086,1,1,Heckscheibe,Solid086,"Placement [Pos=(9.09514e-06,-3.39435e-05,0), Yaw-Pitch-Roll=(0,0,0)]",Solid086,Heckscheibe,65766.11493,67252.36616,182.89215445933297 x 47.30511507021001 x 180.0000000000001,"Vector (-565.3001609527233, 153.77950701411467, -5.186898014263489e-06)"
2,Nissan GT-R/Karosserie komplett,Nissan GT-R/Karosserie komplett/TÃ¼re links komplett,Occurrence(Link),,TÃ¼re links komplett,LinkGroup027,1,1,TÃ¼re links komplett,LinkGroup027,"Placement [Pos=(-159.065,0,84.6), Yaw-Pitch-Roll=(0,-43.7086,0)]",LinkGroup027,TÃ¼re links komplett,116613.2467,200101.1771,233.53349869757216 x 176.78057040622312 x 191.13479866614625,"Vector (-275.6846846509202, 90.35992568332624, -229.5710377722427)"
3,Nissan GT-R/Karosserie komplett/TÃ¼re links komplett,Nissan GT-R/Karosserie komplett/TÃ¼re links komplett/TÃ¼re links II,DirectPart,,TÃ¼re links II,Solid087,1,1,TÃ¼re links II,Solid087,"Placement [Pos=(5.55112e-14,0,-1.11022e-13), Yaw-Pitch-Roll=(0,0,0)]",Solid087,TÃ¼re links II,83781.26657,158266.4935,257.0296709905962 x 176.78057040622312 x 91.97365564106008,"Vector (-295.0145651849008, 75.73762901569954, -152.58825404807618)"
3,Nissan GT-R/Karosserie komplett/TÃ¼re links komplett,Nissan GT-R/Karosserie komplett/TÃ¼re links komplett/SSP links,DirectPart,,SSP links,Solid088,1,1,SSP links,Solid088,"Placement [Pos=(-217,118,-150.603), Yaw-Pitch-Roll=(0,-90,0)]",Solid088,SSP links,1693.373189,3615.203524,26.748214717587956 x 17.301733062564693 x 48.954693000633654,"Vector (-211.87663325814407, 118.51992747617989, -153.78640331287934)"
3,Nissan GT-R/Karosserie komplett/TÃ¼re links komplett,Nissan GT-R/Karosserie komplett/TÃ¼re links komplett/Seitenscheibe links,DirectPart,,Seitenscheibe links,Solid089,1,1,Seitenscheibe links,Solid089,"Placement [Pos=(-9.68702e-05,-0.000309778,0.000109384), Yaw-Pitch-Roll=(-2.50573e-05,-2.67256e-05,9.61634e-06)]",Solid089,Seitenscheibe links,25815.16906,27139.03919,221.34769561519258 x 63.65713005805313 x 51.36609745105308,"Vector (-334.8135587012434, 144.51853447856212, -125.07137384784124)"
3,Nissan GT-R/Karosserie komplett/TÃ¼re links komplett,Nissan GT-R/Karosserie komplett/TÃ¼re links komplett/M2x010,Occurrence(Link),,M2x8,Solid031,2,2,M2x010,Link076,"Placement [Pos=(0,0,0), Yaw-Pitch-Roll=(0,0,0)]",Solid031,M2x8,51.02798086,113.1005289,12.0 x 3.787021073425345 x 3.8,"Vector (2.6604730021945393, 1.6589820760347183e-17, -4.5121753338163293e-17)"
3,Nissan GT-R/Karosserie komplett/TÃ¼re links komplett,Nissan GT-R/Karosserie komplett/TÃ¼re links komplett/Lautsprecher mittel,DirectPart,,Lautsprecher mittel,Solid090,1,1,Lautsprecher mittel,Solid090,"Placement [Pos=(-235,35.5,-152), Yaw-Pitch-Roll=(0,-90,90)]",Solid090,Lautsprecher mittel,2172.052603,3589.187139,45.00000000000003 x 45.0 x 5.395528941459844,"Vector (-234.99999999999997, 35.500000000000675, -152.26236259147834)"
3,Nissan GT-R/Karosserie komplett/TÃ¼re links komplett,Nissan GT-R/Karosserie komplett/TÃ¼re links komplett/Lautsprecher klein001,Occurrence(Link),,Lautsprecher klein,Solid051,1,1,Lautsprecher klein001,Link077,"Placement [Pos=(-372.429,71.4041,-160), Yaw-Pitch-Roll=(0,-90,-30)]",Solid051,Lautsprecher klein,746.6562982,1279.303254,5.39552894145986 x 24.9633353462781 x 25.0,"Vector (0.16520482882169396, 5.5463569583754904e-14, 8.778813964289153e-16)"
3,Nissan GT-R/Karosserie komplett/TÃ¼re links komplett,Nissan GT-R/Karosserie komplett/TÃ¼re links komplett/Lautsprecher mittel Box,DirectPart,,Lautsprecher mittel Box,Solid091,1,1,Lautsprecher mittel Box,Solid091,"Placement [Pos=(-235,35.5,-150.5), Yaw-Pitch-Roll=(0,-90,30)]",Solid091,Lautsprecher mittel Box,1539.927691,3641.013858,45.0 x 45.0 x 8.0,"Vector (-234.99999142840463, 35.500001187786395, -148.0178034172824)"
3,Nissan GT-R/Karosserie komplett/TÃ¼re links komplett,Nissan GT-R/Karosserie komplett/TÃ¼re links komplett/Lautsprecher klein Box001,Occurrence(Link),,Lautsprecher klein Box,Solid052,1,1,Lautsprecher klein Box001,Link078,"Placement [Pos=(-372.429,71.4041,-158.5), Yaw-Pitch-Roll=(0,-90,30)]",Solid052,Lautsprecher klein Box,577.208572,1554.064564,6.000000000000002 x 24.989423752055007 x 25.000000000000004,"Vector (3.1411205627136294, -1.5291826821870416e-06, 1.6844546679101434e-06)"
3,Nissan GT-R/Karosserie komplett/TÃ¼re links komplett,Nissan GT-R/Karosserie komplett/TÃ¼re links komplett/Spiegeleinsatz,DirectPart,,Spiegeleinsatz,,1,1,Spiegeleinsatz,Solid092,"Placement [Pos=(-221.99,118,-165.774), Yaw-Pitch-Roll=(-5.1763e-05,-70,4.86413e-05)]",Solid092,Spiegeleinsatz,187.7196666,790.6710633,10.704914000176359 x 15.282040549729487 x 28.291627435932156,"Vector (-221.8282725086594, 117.99999977371333, -164.5996877550031)"
